Class,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
1,-0.018668272,0.00768713,0.788739691,-0.274035452,4.834122334,-1.152673764
1,-0.136122036,0.18545709,0.99171813,3.099168334,0.577448851,-3.796506651
1,-0.128255448,0.062707042,1.131832076,3.093624281,-0.690238133,0.92255691
1,-0.033148727,0.031467549,1.043602777,2.952660433,0.598345453,4.171867006
1,-0.016254041,-0.071440454,1.10708572,2.976693928,1.921722153,7.354995216
1,0.002810967,-0.029919467,1.140532039,-2.144141595,4.719827659,0.46506382
1,-0.007352267,0.070506208,0.967370279,-0.475299556,2.184858912,0.987955814
1,0.095243672,0.184822226,1.093525344,1.329616211,1.954929511,0.724892871
1,-0.123507682,0.137008913,0.942921555,-0.699263007,-0.478972277,1.979892334
1,-0.232041658,-0.02839929,0.940196653,-0.815316838,-3.917227993,2.038811624
1,0.067371109,0.106540542,0.984034289,1.655922354,-3.326942066,2.82548864
1,-0.089031809,0.032647473,1.025927221,-1.917741972,-1.68029117,3.152350533
1,0.123739693,0.068960498,0.940403354,2.294418735,-2.894769605,3.796063486
1,0.079331393,0.133165191,1.057833679,1.229400679,-12.08688237,2.586087704
1,-0.006507506,0.115546544,0.95221206,-1.963843227,-14.93551263,2.990244887
1,0.053560725,0.251248728,1.026711652,7.031677585,-3.700550476,2.243168619
1,-0.081111626,0.289381952,0.926752273,2.958756518,-3.372891363,-1.705373213
1,0.030296589,0.083260237,0.934065774,0.05670812,-8.423114233,-0.950693292
1,-0.087840187,0.127205067,0.95007513,-0.040553105,-7.628779961,-2.624182306
1,-0.113632621,0.149845781,1.143939831,-1.830451185,0.501893002,-1.494844904
1,-0.176440195,0.071744872,0.990780984,-2.755361648,6.227583178,-1.180205466
1,0.039833421,-0.120485551,0.904729388,-3.241231477,1.665922011,-2.142326271
1,-0.09465731,0.129930062,1.018145097,2.119811301,7.943161953,0.874814839
1,-0.072414206,-0.060966398,1.076243668,1.776345853,-0.165305133,2.241478736
1,0.103117286,0.109503626,0.945311533,3.6180765,-2.291379936,6.340457776
1,0.071859738,0.075564352,0.961503618,2.990138363,5.332800919,3.369480236
1,-0.107374659,0.146981015,1.046269951,1.924333598,-0.327455322,3.738426991
1,-0.117877993,-0.032568693,0.832418068,1.116451789,3.333001799,1.747644275
1,-0.138152695,0.067104051,0.943568449,-1.610254224,-0.013638273,2.845958423
1,-0.034309949,-0.001637993,1.006034223,-0.593608208,-2.606857645,4.205266084
1,0.004662284,0.075293115,1.093928419,0.71078981,-3.470068649,7.828156313
1,-0.079593579,0.376806669,0.784170477,3.897570721,7.410352382,7.355145382
1,-0.058226603,0.000283971,1.077675891,2.597590192,7.615558022,6.391355344
1,-0.126517064,-0.181550269,0.904621688,2.380335711,5.519629712,3.840043808
1,-0.073104089,-0.043086925,0.974679429,6.975674527,-1.490322178,-2.546442849
1,-0.081569447,0.067333212,1.062794264,4.857201675,-7.639970353,-6.245423676
1,-0.093420505,0.175788965,0.985779219,7.552740476,-0.877632273,0.861039941
1,-0.221580136,0.181938158,0.984725569,6.164194869,11.83073025,0.552516205
1,0.003280507,-0.019561897,0.753138838,4.57197491,25.35282318,1.76551674
1,-0.157625615,0.113419248,0.80072929,17.86273623,6.865311029,-1.195060508
1,-0.19625456,0.127772586,1.051109982,15.85524837,10.6550307,-1.302250424
1,0.074188258,0.333861761,0.766211356,5.113057475,20.8870703,-6.348748352
1,0.068139882,0.153636989,1.04960477,15.93485106,4.0783846,-0.668452651
1,-0.095054723,0.128956461,1.042636507,4.462430208,-4.194537996,-3.52161966
1,-0.15828153,-0.13521052,1.085392025,3.145856069,-3.202415501,-3.927424628
1,0.076530066,0.114455063,1.130723356,-8.511860211,2.80524872,-11.29377338
1,-0.1529616,-0.094346005,1.166725115,-9.661187033,-1.858095354,-7.26504688
1,0.005743117,0.237854309,0.83427688,-6.643520476,1.710812505,-5.937000081
1,-0.079705638,0.02708273,1.12737737,-3.944021062,4.023416134,-3.668023543
1,-0.064003017,0.055291354,1.099858664,2.112735133,4.276407826,-3.483814919
1,-0.082456459,-0.158732911,1.007717483,8.400609396,-9.86817481,-0.796619722
1,-0.020951202,-0.129813818,0.814070907,6.453914268,1.085138935,0.164474445
1,0.051862266,0.197251354,1.005404015,1.837586999,-1.522164899,-8.026409231
1,0.049291851,-0.042916684,0.888839595,-6.672372334,1.290124217,-6.943279743
1,-0.081548591,0.189099283,1.198629207,-0.751769628,-1.766399483,-7.778390713
1,-0.064748372,0.02308475,1.168444483,-9.660176464,4.503818562,-2.783123459
1,-0.054732643,-0.00757672,0.94147268,-5.176592924,-6.465542543,-2.085447508
1,-0.117872198,-0.064973955,1.039573814,11.31162927,-3.396133497,-5.153250549
1,-0.0283554,-0.076452868,0.957157105,-0.177801002,-4.373938908,-5.140086989
1,0.019567615,0.09576435,0.959915818,3.978972015,7.3533924,-7.865969071
1,0.04887433,0.046901147,0.910561144,-0.94313233,6.146550811,-3.089138293
1,0.09496849,0.013061797,0.964759184,-10.79252749,9.395139229,-0.020066753
1,0.288308375,0.204376459,0.97504234,-15.32071595,5.062218629,-0.862143845
1,-0.011112398,0.105355088,1.054946777,-6.097418864,-6.448564745,6.2248747
1,-0.018871525,0.06062771,1.028898439,-11.38277016,-2.386120403,-2.233252784
1,-0.062437316,0.137555693,0.785706625,-2.443526207,0.581490567,-4.585800243
1,0.087850625,0.191542346,1.07386185,-3.578187973,-3.618558433,-6.273266188
1,0.045852667,0.047786663,1.023951568,-8.368859253,-2.839531174,-4.335836634
1,-0.099223269,-0.030179602,1.021580826,6.01487445,-6.671411426,-1.016695171
1,-0.057073393,0.023809748,0.721609613,5.386786222,-3.717303674,-0.893885378
1,-0.019878722,0.133765755,0.957437552,21.73692882,-5.198771904,0.260051752
1,-0.071222633,-0.0315544,0.995523474,-4.511640331,-1.130063214,0.890434827
1,-0.083175109,0.116349608,0.924292296,-8.532064387,8.650273041,-0.384674227
1,0.053105305,-0.008354625,0.868292324,-4.806614573,5.596843493,1.115497077
1,-0.072947329,0.038841919,1.112609226,2.069687803,2.589275077,5.692103074
1,0.375732719,0.088617638,0.873955671,3.734243354,-0.405221018,5.349910331
1,-0.156199807,0.224871641,0.810886557,2.576311385,-0.365495317,5.448242096
1,-0.155626059,-0.099646181,0.970641952,5.166922673,1.445579728,12.89331797
1,0.038843115,0.036793913,1.046065848,9.477684966,2.234331046,21.66401196
1,0.299497092,0.048753012,1.037140001,7.949472643,3.32967321,18.86750773
1,0.102998251,0.170889237,1.014130988,4.688758998,3.00688974,14.21586329
1,-0.00131335,0.156977598,1.083820396,7.111495648,-2.77838414,14.1844634
1,0.024816049,0.108096349,0.73922886,3.236673873,-1.093016446,9.875940366
1,0.048665431,-0.045297423,0.860073038,0.472107087,-1.398279853,-2.048439606
1,-0.182565367,0.142665123,0.97919908,0.386872563,1.876895229,0.867013981
1,-0.124985449,-0.000357296,1.03396444,1.001980221,0.164276776,6.932987899
1,0.083374653,0.095238704,0.93162515,3.503701886,-3.044562297,0.306334953
1,-0.0802808,0.023415024,0.868148751,1.272362479,-3.67315396,2.144122181
1,-0.122901509,0.066934017,0.97206986,-3.757071789,-5.597439222,-7.699390642
1,0.095404664,0.233978385,0.945744343,-5.264082485,-3.744639218,0.742098233
1,-0.079557949,-0.021973595,0.973637248,-1.561944312,-4.979485139,0.365274566
1,-0.13794155,0.122994027,0.894583769,-7.76840655,-7.82745299,-5.488172044
1,0.007451072,-0.015215859,0.941659103,-13.30849286,-1.878277515,-5.288112957
1,-0.096624248,-0.065730683,1.087725415,-14.04068657,1.010907841,-2.543095291
